Expenses,OB_HO,Last Folder_HO,Actual_HO,Variance OB_HO,Variance LF_HO,OB_Bawal,Last Folder_Bawal,Actual_Bawal,Variance OB_Bawal,Variance LF_Bawal,OB_Chennai,Last Folder_Chennai,Actual_Chennai,Variance OB_Chennai,Variance LF_Chennai,OB_Roorkee,Last Folder_Roorkee,Actual_Roorkee,Variance OB_Roorkee,Variance LF_Roorkee,OB_T16,Last Folder_T16,Actual_T16,Variance OB_T16,Variance LF_T16,OB_NPAU,Last Folder_NPAU,Actual_NPAU,Variance OB_NPAU,Variance LF_NPAU,OB_KAU,Last Folder_KAU,Actual_KAU,Variance OB_KAU,Variance LF_KAU,OB_BAU,Last Folder_BAU,Actual_BAU,Variance OB_BAU,Variance LF_BAU,OB_Gujarat,Last Folder_Gujarat,Actual_Gujarat,Variance OB_Gujarat,Variance LF_Gujarat,OB_Total,Last Folder_Total,Actual_Total,Variance OB_Total,Variance LF_Total,Month
Salary,13068515.280176481,13068515.280176481,13063360.90000002,5154.38017646037,5154.38017646037,16757207.086391611,17057207.086391613,15632450.629999995,1124756.4563916158,1424756.4563916177,11413087.877112957,12104488.613779623,11585068.150000004,-171980.27288704738,519420.46377961896,2741930.5680827163,2741930.5680827163,2474533.951356411,267396.61672630534,267396.61672630534,3706460.633075183,3706460.633075183,3772211.943397686,-65751.3103225031,-65751.3103225031,1227128.2136390656,1227128.2136390656,965794.1500000004,261334.06363906525,261334.06363906525,705571.8287568999,705571.8287568999,501536.89000000013,204034.9387568998,204034.9387568998,711970.0141614923,711970.0141614923,610231.6,101738.41416149237,101738.41416149237,1028247.916666666,1028247.916666666,938968.3200000001,89279.59666666598,89279.59666666598,51360119.41806307,52351520.15472975,49544156.53475412,1815962.883308947,2807363.6199756265,Oct'18
Wages,0.0,0.0,0.0,0.0,0.0,20392256.161353372,20511214.005742606,24443452.319999963,-4051196.158646591,-3932238.3142573573,8447544.23026149,9226447.220616689,13208668.449999992,-4761124.219738502,-3982221.229383303,1236068.4008254784,1236068.4008254784,1291932.7289000005,-55864.32807452208,-55864.32807452208,793584.0661039064,793584.0661039064,810556.8500000006,-16972.783896094188,-16972.783896094188,34099.0,34099.0,42812.84,-8713.839999999997,-8713.839999999997,0.0,0.0,0.0,0.0,0.0,177065.0,177065.0,223706.7,-46641.70000000001,-46641.70000000001,0.0,0.0,0.0,0.0,0.0,31080616.858544245,31978477.693288676,40021129.88889996,-8940513.030355714,-8042652.195611283,Oct'18
Tarinees,427539.89999999997,427539.89999999997,630971.0,-203431.10000000003,-203431.10000000003,15539098.3534,16322074.3172,17810454.939999983,-2271356.5865999833,-1488380.6227999832,10559507.545588719,11942993.8,13342079.899999999,-2782572.35441128,-1399086.0999999978,2348034.076,2515875.79,3760122.0,-1412087.924,-1244246.21,3935256.921387232,3935256.921387232,3865537.8699999973,69719.05138723459,69719.05138723459,1633548.1915874358,1633548.1915874358,1622838.2599999998,10709.931587436004,10709.931587436004,1628959.6467302265,1628959.6467302265,1610220.3599999994,18739.28673022706,18739.28673022706,1385042.0,1185042.0,1186653.0,198389.0,-1611.0,0.0,0.0,0.0,0.0,0.0,37456986.634693615,39591290.566904895,43828877.329999976,-6371890.695306361,-4237586.763095081,Oct'18
Total,13496055.180176482,13496055.180176482,13694331.90000002,-198276.71982353966,-198276.71982353966,52688561.601144984,53890495.40933422,57886357.88999994,-5197796.2888549585,-3995862.480665723,30420139.65296316,33273929.63439631,38135816.49999999,-7715676.847036829,-4861886.865603682,6326033.044908194,6493874.7589081945,7526588.680256411,-1200555.6353482169,-1032713.9213482167,8435301.62056632,8435301.62056632,8448306.663397685,-13005.04283136269,-13005.04283136269,2894775.4052265016,2894775.4052265016,2631445.25,263330.1552265013,263330.1552265013,2334531.4754871265,2334531.4754871265,2111757.2499999995,222774.22548712685,222774.22548712685,2274077.014161492,2074077.0141614922,2020591.3,253485.71416149236,53485.71416149236,1028247.916666666,1028247.916666666,938968.3200000001,89279.59666666598,89279.59666666598,119897722.91130093,123921288.41492331,133394163.75365406,-13496440.842353128,-9472875.338730738,Oct'18
Pune Warehouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oct'18
MSIL Sub Assembly-Gurgaon,0.0,0.0,0.0,0.0,0.0,1245465.0025599997,1245465.0025599997,1229650.0,15815.002559999702,15815.002559999702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245465.0025599997,1245465.0025599997,1229650.0,15815.002559999702,15815.002559999702,Oct'18
"MSIL Sub Assembly, Manesar",0.0,0.0,0.0,0.0,0.0,1231932.5158399998,1231932.5158399998,1508350.0,-276417.4841600002,-276417.4841600002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231932.5158399998,1231932.5158399998,1508350.0,-276417.4841600002,-276417.4841600002,Oct'18
Banglore Sub Assembly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oct'18
KAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oct'18
AFM Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oct'18
Bilaspur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oct'18
AFM Kolkata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oct'18
TOTAL Warehouses (D),0.0,0.0,0.0,0.0,0.0,2477397.5183999995,2477397.5183999995,2738000.0,-260602.48160000052,-260602.48160000052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2477397.5183999995,2477397.5183999995,2738000.0,-260602.48160000052,-260602.48160000052,Oct'18
Subcontractors,0.0,0.0,0.0,0.0,0.0,90628.83780000001,90628.83780000001,90628.83779999998,0.0,0.0,1406015.0,1406015.0,1406015.0,0.0,0.0,527451.5833333334,527451.5833333334,664022.3999999999,-136570.81666666653,-136570.81666666653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72624.0,72624.0,75003.0,-2379.0,-2379.0,0.0,0.0,0.0,0.0,0.0,2096719.4211333334,2096719.4211333334,2235669.2378,-138949.81666666642,-138949.81666666642,Oct'18
Assigned Personnels(Incl I.Tax Paid),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oct'18
Good Work Reward,0.0,0.0,0.0,0.0,0.0,180000.0,180000.0,440468.0,-260468.0,-260468.0,107800.0,107800.0,1534806.0,-1427006.0,-1427006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287800.0,287800.0,1975274.0,-1687474.0,-1687474.0,Oct'18
Attendance Incentive,0.0,0.0,0.0,0.0,0.0,77400.0,77400.0,0.0,77400.0,77400.0,93337.874301,101837.874301,92300.0,1037.8743010000035,9537.874301000003,19975.0,19975.0,-13000.0,32975.0,32975.0,22500.0,22500.0,0.0,22500.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213212.874301,221712.874301,79300.0,133912.874301,142412.874301,Oct'18
Night Attendance Incentive to Operators,0.0,0.0,0.0,0.0,0.0,111800.0,111800.0,145200.0,-33400.0,-33400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111800.0,111800.0,145200.0,-33400.0,-33400.0,Oct'18
Leave Encashment,0.0,0.0,0.0,0.0,0.0,749174.0070182276,749174.0070182276,903806.0099999998,-154632.00298177218,-154632.00298177218,512920.4487179493,557349.9410256416,263437.20999999996,249483.2387179493,293912.73102564167,27908.58974358974,27908.58974358974,27908.58974358975,0.0,0.0,22173.39487179487,22173.39487179487,22173.39487179488,0.0,0.0,933.3333333333334,933.3333333333334,0.0,933.3333333333334,933.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313109.7736848947,1357539.2659925872,1217325.2046153843,95784.56906951033,140214.06137720286,Oct'18
Overtime,0.0,0.0,0.0,0.0,0.0,83333.33333333333,83333.33333333333,84818.3299999999,-1484.9966666665714,-1484.9966666665714,700000.0,759038.5023365384,585858.61,114141.39000000001,173179.8923365384,80059.23076923075,80059.23076923075,208150.0,-128090.76923076925,-128090.76923076925,79824.22153846154,79824.22153846154,274450.0,-194625.77846153846,-194625.77846153846,2153.846153846154,2153.846153846154,0.0,2153.846153846154,2153.846153846154,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,16781.0,33219.0,33219.0,0.0,0.0,0.0,0.0,0.0,995370.6317948718,1054409.1341314102,1170057.94,-174687.30820512818,-115648.80586858978,Oct'18
Bonus & Ex-Gratia (workers),0.0,0.0,0.0,0.0,0.0,2329310.0,2329310.0,2679753.58,-350443.5800000001,-350443.5800000001,758333.343908626,829166.6772419594,864178.0,-105844.656091374,-35011.322758040624,85383.33333333333,85383.33333333333,85383.0,0.3333333333284827,0.3333333333284827,86666.66666666667,86666.66666666667,86666.67000000004,-0.0033333333703922108,-0.0033333333703922108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172070.0,172070.0,121924.0,50146.0,50146.0,0.0,0.0,0.0,0.0,0.0,3431763.343908626,3502596.6772419596,3837905.25,-406141.9060913739,-335308.5727580404,Oct'18
Bonus & Ex-Gratia (Trainees),0.0,0.0,0.0,0.0,0.0,332423.167524,339428.24187299993,388515.08,-56091.91247600003,-49086.83812700008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332423.167524,339428.24187299993,388515.08,-56091.91247600003,-49086.83812700008,Oct'18
Production Incentive,0.0,0.0,0.0,0.0,0.0,4825800.0,4825800.0,5106788.0,-280988.0,-280988.0,952000.0933333333,1042000.0933333333,1256344.0,-304343.90666666673,-214343.90666666673,0.0,0.0,0.0,0.0,0.0,96000.0,96000.0,98112.0,-2112.0,-2112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9100.0,9100.0,0.0,9100.0,9100.0,0.0,0.0,0.0,0.0,0.0,5882900.093333334,5972900.093333334,6461244.0,-578343.9066666663,-488343.90666666627,Oct'18
TOTAL SubContract( E),0.0,0.0,0.0,0.0,0.0,8779869.345675562,8786874.42002456,9839977.8378,-1060108.4921244388,-1053103.4177754389,4530406.760260909,4803208.088238472,6002938.82,-1472532.0597390914,-1199730.7317615272,740777.7371794872,740777.7371794872,972463.9897435897,-231686.25256410247,-231686.25256410247,307164.2830769231,307164.2830769231,481402.0648717949,-174237.78179487184,-174237.78179487184,3087.1794871794873,3087.1794871794873,0.0,3087.1794871794873,3087.1794871794873,0.0,0.0,0.0,0.0,0.0,303794.0,303794.0,213708.0,90086.0,90086.0,0.0,0.0,0.0,0.0,0.0,14665099.30568006,14944905.708006624,17510490.712415382,-2845391.4067353243,-2565585.00440876,Oct'18
Recruitment ,1386.0,1386.0,22125.20000000001,-20739.20000000001,-20739.20000000001,5676.0,5676.0,84873.0,-79197.0,-79197.0,3344.0,3344.0,4600.0,-1256.0,-1256.0,930.6,930.6,0.0,930.6,930.6,1177.0,1177.0,0.0,1177.0,1177.0,330.0,330.0,0.0,330.0,330.0,216.66666666666666,216.66666666666666,0.0,216.66666666666666,216.66666666666666,330.0,330.0,0.0,330.0,330.0,3300.0,3300.0,0.0,3300.0,3300.0,16690.266666666666,16690.266666666666,111598.20000000001,-94907.93333333335,-94907.93333333335,Oct'18
Training,7456.521739130435,7456.521739130435,8000.0,-543.478260869565,-543.478260869565,202611.25,202611.25,552696.0,-350084.75,-350084.75,450000.0,462109.0,455954.0,-5954.0,6155.0,71189.0,71189.0,224992.00000000003,-153803.00000000003,-153803.00000000003,37843.47826086957,37843.47826086957,0.0,37843.47826086957,37843.47826086957,12456.521739130436,12456.521739130436,0.0,12456.521739130436,12456.521739130436,4250.0,4250.0,0.0,4250.0,4250.0,2000.0,2000.0,0.0,2000.0,2000.0,83333.33333333333,83333.33333333333,0.0,83333.33333333333,83333.33333333333,871140.1050724639,883249.1050724639,1241642.0,-370501.89492753614,-358392.89492753614,Oct'18
TOTAL Recruitment(F),8842.521739130436,8842.521739130436,30125.20000000001,-21282.678260869576,-21282.678260869576,208287.25,208287.25,637569.0,-429281.75,-429281.75,453344.0,465453.0,460554.0,-7210.0,4899.0,72119.6,72119.6,224992.00000000003,-152872.40000000002,-152872.40000000002,39020.47826086957,39020.47826086957,0.0,39020.47826086957,39020.47826086957,12786.521739130436,12786.521739130436,0.0,12786.521739130436,12786.521739130436,4466.666666666667,4466.666666666667,0.0,4466.666666666667,4466.666666666667,2330.0,2330.0,0.0,2330.0,2330.0,86633.33333333333,86633.33333333333,0.0,86633.33333333333,86633.33333333333,887830.3717391306,899939.3717391306,1353240.2,-465409.8282608695,-453300.8282608695,Oct'18
Canteen,130200.0,130200.0,10569.76000000001,119630.23999999999,119630.23999999999,2616352.2,2549890.94,1749185.5000000037,867166.6999999965,800705.4399999962,2737308.5564545207,2854062.434788422,2644094.6200000006,93213.9364545201,209967.81478842162,540464.4473122,559844.4473122,553707.3600000008,-13242.912687800825,6137.087312199175,362314.6053333333,362314.6053333333,369355.5699999996,-7040.964666666288,-7040.964666666288,92851.62000000001,92851.62000000001,40776.5,52075.12000000001,52075.12000000001,218632.59999999998,218632.59999999998,143301.53000000014,75331.06999999983,75331.06999999983,239868.0,239868.0,182584.0,57284.0,57284.0,36816.0,36816.0,0.0,36816.0,36816.0,6974808.029100053,7044480.647433955,5693574.840000005,1281233.1891000476,1350905.8074339498,Oct'18
Employee Claim / Refreshmnent,67532.91666666667,67532.91666666667,28576.979999999923,38955.93666666675,38955.93666666675,0.0,0.0,106609.0,-106609.0,-106609.0,30000.0,31000.0,47901.0,-17901.0,-16901.0,333.3333333333333,333.3333333333333,0.0,333.3333333333333,333.3333333333333,12500.0,12500.0,0.0,12500.0,12500.0,2000.0,2000.0,0.0,2000.0,2000.0,12575.0,12575.0,0.0,12575.0,12575.0,2000.0,2000.0,2465.0,-465.0,-465.0,0.0,0.0,0.0,0.0,0.0,126941.25,127941.25,185551.97999999992,-58610.72999999992,-57610.72999999992,Oct'18
Suggestion Scheme,0.0,0.0,0.0,0.0,0.0,17700.0,17700.0,17700.0,0.0,0.0,61500.0,61500.0,0.0,61500.0,61500.0,0.0,0.0,0.0,0.0,0.0,3550.0,3550.0,0.0,3550.0,3550.0,1050.0,1050.0,0.0,1050.0,1050.0,5964.0,5964.0,0.0,5964.0,5964.0,7200.0,7200.0,0.0,7200.0,7200.0,0.0,0.0,0.0,0.0,0.0,96964.0,96964.0,17700.0,79264.0,79264.0,Oct'18
Family Visits,0.0,0.0,0.0,0.0,0.0,10500.0,10500.0,10500.0,0.0,0.0,45150.0,45150.0,0.0,45150.0,45150.0,0.0,0.0,0.0,0.0,0.0,4583.333333333333,4583.333333333333,0.0,4583.333333333333,4583.333333333333,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,2000.0,2000.0,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,67233.33333333334,67233.33333333334,10500.0,56733.33333333334,56733.33333333334,Oct'18
Employee Engagement Activities,16000.0,16000.0,0.0,16000.0,16000.0,31750.0,31750.0,31750.0,0.0,0.0,27000.0,27000.0,32202.0,-5202.0,-5202.0,224457.25,224457.25,223000.0,1457.25,1457.25,16033.333333333332,16033.333333333332,9380.0,6653.333333333332,6653.333333333332,2000.0,2000.0,1540.0,460.0,460.0,8500.0,8500.0,0.0,8500.0,8500.0,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,330740.5833333333,330740.5833333333,297872.0,32868.583333333314,32868.583333333314,Oct'18
Director's Party/ Others,0.0,0.0,0.0,0.0,0.0,161000.0,161000.0,250000.0,-89000.0,-89000.0,25000.0,25000.0,64088.0,-39088.0,-39088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,15000.0,15000.0,0.0,15000.0,15000.0,0.0,0.0,0.0,0.0,0.0,211000.0,211000.0,314088.0,-103088.0,-103088.0,Oct'18
QC circle,0.0,0.0,0.0,0.0,0.0,1750.0,1750.0,8100.0,-6350.0,-6350.0,30000.0,61675.0,60000.0,-30000.0,1675.0,0.0,0.0,0.0,0.0,0.0,14368.75,14368.75,-15600.0,29968.75,29968.75,875.0,875.0,0.0,875.0,875.0,5000.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51993.75,83668.75,52500.0,-506.25,31168.75,Oct'18
Sports,0.0,0.0,0.0,0.0,0.0,104666.66666666667,104666.66666666667,110000.0,-5333.3333333333285,-5333.3333333333285,129340.8015817901,0.0,0.0,129340.8015817901,0.0,2083.3333333333335,2083.3333333333335,0.0,2083.3333333333335,2083.3333333333335,2750.0,2750.0,0.0,2750.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238840.80158179012,109500.0,110000.0,128840.80158179012,-500.0,Oct'18
Social Activities,0.0,0.0,0.0,0.0,0.0,53720.0,53720.0,44862.0,8858.0,8858.0,12000.0,12000.0,0.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66720.0,66720.0,44862.0,21858.0,21858.0,Oct'18
Club,0.0,0.0,0.0,0.0,0.0,59705.0,59705.0,52836.99999999997,6868.000000000029,6868.000000000029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59705.0,59705.0,52836.99999999997,6868.000000000029,6868.000000000029,Oct'18
Gifts,0.0,0.0,0.0,0.0,0.0,5001.0,5001.0,57271.5,-52270.5,-52270.5,981167.009078333,1086429.4424116663,1249590.3,-268423.290921667,-163160.85758833378,291237.1,291237.1,284544.0,6693.099999999977,6693.099999999977,0.0,0.0,0.0,0.0,0.0,33400.0,33400.0,33320.0,80.0,80.0,5001.0,5001.0,0.0,5001.0,5001.0,0.0,0.0,229321.0,-229321.0,-229321.0,0.0,0.0,0.0,0.0,0.0,1315806.109078333,1421068.5424116664,1854046.8,-538240.690921667,-432978.2575883337,Oct'18
Insurance,64978.5,64978.5,64978.0,0.5,0.5,978344.388888889,982859.388888889,1057600.0,-79255.61111111101,-74740.61111111101,498435.18808333325,539435.4880833332,464618.26000000024,33816.92808333301,74817.228083333,143132.775,143132.775,132120.0,11012.774999999994,11012.774999999994,91198.93125000001,91198.93125000001,86656.0,4542.931250000009,4542.931250000009,6125.0,6125.0,22367.589999999997,-16242.589999999997,-16242.589999999997,2651.25,2651.25,25091.25,-22440.0,-22440.0,0.0,0.0,0.0,0.0,0.0,12063.191304347829,12063.191304347829,0.0,12063.191304347829,12063.191304347829,1796929.22452657,1842444.52452657,1853431.1000000003,-56501.87547343038,-10986.575473430334,Oct'18
Vehicles For Staff at plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3020308.456875765,3739428.456875765,3964521.2100000004,-944212.7531242352,-225092.7531242352,266430.15,266430.15,220000.71999999997,46429.43000000005,46429.43000000005,359321.21,359321.21,366404.0,-7082.789999999979,-7082.789999999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3646059.816875765,4365179.816875765,4550925.930000001,-904866.1131242355,-185746.11312423553,Oct'18
Bus Hiring For Staff-Plant,0.0,0.0,0.0,0.0,0.0,2632442.1254999996,2632442.1254999996,2402074.3800000064,230367.7454999932,230367.7454999932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143325.0,143325.0,149483.76,-6158.760000000009,-6158.760000000009,181650.0,181650.0,183992.0,-2342.0,-2342.0,235377.90000000002,235377.90000000002,248850.0,-13472.099999999977,-13472.099999999977,0.0,0.0,0.0,0.0,0.0,3192795.0254999995,3192795.0254999995,2984400.140000006,208394.88549999334,208394.88549999334,Oct'18
Safety Wear,1645.0,1645.0,0.0,1645.0,1645.0,835318.6666666667,835318.6666666667,2008815.94,-1173497.2733333332,-1173497.2733333332,146520.00933333335,151145.00933333335,16962.23,129557.77933333335,134182.77933333334,511320.0375,511320.0375,282521.9400000002,228798.0974999998,228798.0974999998,68432.75,68432.75,37617.090000000084,30815.659999999916,30815.659999999916,0.0,0.0,2260.0,-2260.0,-2260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7929.7023957556175,7929.7023957556175,0.0,7929.7023957556175,7929.7023957556175,1571166.1658957556,1575791.1658957556,2348177.2,-777011.0341042446,-772386.0341042446,Oct'18
Medical Expenses,3273.9166666666665,3273.9166666666665,0.0,3273.9166666666665,3273.9166666666665,142398.3333333333,142398.3333333333,128959.00000000012,13439.333333333198,13439.333333333198,85000.0,88000.0,31840.940000000002,53159.06,56159.06,16600.0,16600.0,103846.0,-87246.0,-87246.0,27143.75,27143.75,26960.0,183.75,183.75,1575.0,1575.0,674.0,901.0,901.0,2000.0,2000.0,0.0,2000.0,2000.0,15000.0,15000.0,13714.0,1286.0,1286.0,1416.546464395258,1416.546464395258,0.0,1416.546464395258,1416.546464395258,294407.54646439524,297407.54646439524,305993.9400000001,-11586.393535604875,-8586.393535604875,Oct'18
TOTAL Welfare(G),283630.3333333334,283630.3333333334,104124.73999999993,179505.5933333334,179505.5933333334,7650648.381055555,7588702.121055555,8036264.32000001,-385615.9389444547,-447562.19894445495,7828730.021407075,8721825.83149252,8575818.560000002,-747088.5385929258,146007.27149251898,1996058.4264788665,2015438.4264788665,1799740.020000001,196318.40647886565,215698.40647886565,962196.66325,962196.66325,880772.6599999997,81424.00325000033,81424.00325000033,283201.62,283201.62,250421.85,32779.770000000004,32779.770000000004,454973.85,454973.85,352384.78000000014,102589.06999999983,102589.06999999983,524445.9,524445.9,676934.0,-152488.09999999998,-152488.09999999998,58225.4401644987,58225.4401644987,0.0,58225.4401644987,58225.4401644987,20042110.635689326,20892640.185774773,20676460.930000015,-634350.2943106848,216179.25577476068,Oct'18
TOTAL COST,13788528.035248946,13788528.035248946,13828581.84000002,-40053.80475107583,-40053.80475107583,71804764.09627609,72951756.71881433,79138169.04779994,-7333404.951523853,-6186412.3289856175,43232620.43463115,47264416.554127306,53175127.879999995,-9942507.445368847,-5910711.3258726895,9134988.808566548,9322210.522566548,10523784.690000003,-1388795.8814334539,-1201574.1674334537,9743683.045154111,9743683.045154111,9810481.38826948,-66798.34311536464,-66798.34311536464,3193850.7264528116,3193850.7264528116,2881867.1,311983.62645281124,311983.62645281124,2793971.992153793,2793971.992153793,2464142.03,329829.9621537933,329829.9621537933,3104646.914161492,2904646.914161492,2911233.3,193413.61416149238,-6586.385838507616,1173106.690164498,1173106.690164498,938968.3200000001,234138.370164498,234138.370164498,157970160.7428094,163136171.19884384,175672355.59606946,-17702194.853260007,-12536184.397225607,Oct'18
HO Allocated Cost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oct'18
